Phecode,ICD string,Layer
580.32,"Nephropathy induced by unspecified drug, medicament or biological substance",1
580.32,"Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney",1
580.32,"Unspecified nephritic syndrome, diffuse crescentic glomerulonephritis",1
580.32,"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney",1
580.32,"Hereditary nephropathy, not elsewhere classified, focal and segmental glomerular lesions",1
580.32,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,1
580.32,Renal tubulo-interstitial disorders in metabolic diseases,1
580.32,"Unspecified nephritic syndrome, minor glomerular abnormality",1
580.32,"Hereditary nephropathy, not elsewhere classified, diffuse crescentic glomerulonephritis",1
580.32,Renal tubulo-interstitial disorders in transplant rejection,1
580.32,"Unspecified nephritic syndrome, focal and segmental glomerular lesions",1
580.32,Analgesic nephropathy,1
580.32,"Nephropathy induced by other drugs, medicaments and biological substances",1
580.32,"Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney",1
580.32,"Toxic nephropathy, not elsewhere classified",1
580.32,Renal tubulo-interstitial disorders in neoplastic diseases,1
580.32,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of renal medullary necrosis",1
580.32,Renal tubulo-interstitial disorders in systemic connective tissue disorders,1
580.32,"Isolated proteinuria with specified morphological lesion, dense deposit disease",1
580.32,"Isolated proteinuria with specified morphological lesion, focal and segmental glomerular lesions",1
580.32,"Hereditary nephropathy, not elsewhere classified, minor glomerular abnormality",1
580.32,Nephropathy induced by heavy metals,1
580.32,"Hereditary nephropathy, not elsewhere classified, dense deposit disease",1
580.32,"Isolated proteinuria with specified morphological lesion, diffuse crescentic glomerulonephritis",1
580.31,"Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere",1
580.31,Glomerular disorders in diseases classified elsewhere,1
585,Acute renal failure,3
585.1,Acute renal failure,2
585.1,Acute renal failure with other specified pathological lesion in kidney,2
585.1,Acute renal failure with medullary necrosis,2
585.1,Acute renal failure with lesion of renal medullary [papillary] necrosis,2
585.1,Other acute renal failure,2
585.1,Acute renal failure with tubular necrosis,2
585.1,Acute renal failure with lesion of tubular necrosis,2
585.1,Acute renal failure with acute cortical necrosis,2
585.1,Acute renal failure NOS,2
585.1,"Acute renal failure, unspecified",2
585.1,Acute renal failure with lesion of renal cortical necrosis,2
585.3,"Chronic kidney disease, unspecified",2
585.3,"Chronic kidney disease, unspecified",2
585.3,End-stage renal disease,2
585.3,Chronic kidney disease (CKD),2
585.3,Chronic kidney disease (CKD) **,2
585.3,Chronic kidney disease,2
585.4,"Chronic kidney disease, Stage II (mild)",2
585.4,"Chronic kidney disease, Stage I",2
585.33,"Chronic kidney disease, Stage III (moderate)",1
585.34,"Chronic kidney disease, Stage IV (severe)",1
585.32,"Chronic kidney disease, Stage V",1
585.32,End stage renal disease,1
585.2,Unspecified kidney failure,2
585.2,Renal failure unspecified,2
585.2,Renal failure unspecified **,2
580.4,Renal sclerosis unspecified,2
580.4,Renal sclerosis unspecified **,2
588,Unspecified disorder resulting from impaired renal function,3
588,"Disorder resulting from impaired renal tubular function, unspecified",3
588,Disorders resulting from impaired renal function,3
588,Other specified disorders resulting from impaired renal function,3
588,Other specified disorders resulting from impaired renal function,3
588,Nephrogenic diabetes insipidus,3
588,Other disorders resulting from impaired renal tubular function,3
588,Nephrogenic diabetes insipidus,3
588,Gout due to impairment of renal function,3
588,Disorders resulting from impaired renal tubular function,3
588.1,Renal osteodystrophy,2
588.1,Renal osteodystrophy,2
588.2,Secondary hyperparathyroidism (of renal origin),2
586.11,"Small kidney, unilateral",1
586.11,Small kidney of unknown cause,1
586.11,"Small kidney, bilateral",1
586.11,Small kidney NOS,1
586.11,Unspecified contracted kidney,1
586.11,Bilateral small kidneys,1
586.11,Small kidney of unknown cause,1
586.11,Unilateral small kidney,1
586.11,"Small kidney, unspecified",1
590,Infection of kidney NOS,3
590,Chronic pyelonephritis,3
590,"Tubulo-interstitial nephritis, not specified as acute or chronic",3
590,"Renal tubulo-interstitial disease, unspecified",3
590,Other chronic tubulo-interstitial nephritis,3
590,Acute pyelonephritis without lesion of renal medullary necrosis,3
590,Acute pyelonephritis,3
590,Chronic obstructive pyelonephritis,3
590,Acute pyelonephritis with lesion of renal medullary necrosis,3
590,"Chronic tubulo-interstitial nephritis, unspecified",3
590,Chronic pyelonephritis without lesion of renal medullary necrosis,3
590,Renal and perinephric abscess,3
590,Acute tubulo-interstitial nephritis,3
590,Pyelonephritis NOS,3
590,Infections of kidney,3
590,Pyonephrosis,3
590,Pyelitis or pyelonephritis in diseases classified elsewhere,3
590,Nonobstructive reflux-associated chronic pyelonephritis,3
590,Chronic pyelonephritis with lesion of renal medullary necrosis,3
590,Chronic tubulo-interstitial nephritis,3
590,Renal and perinephric abscess,3
590,"Other pyelonephritis or pyonephrosis, not specified as acute or chronic",3
590,Renal tubulo-interstitial disorders in diseases classified elsewhere,3
590,Pyeloureteritis cystica,3
595,Hydronephrosis **,3
595,Hydronephrosis with renal and ureteral calculous obstruction,3
595,"Hydronephrosis with ureteral stricture, not elsewhere classified",3
595,Hydronephrosis,3
595,Other and unspecified hydronephrosis,3
594,Calculus of kidney with calculus of ureter,3
594,Calculus of kidney and ureter,3
594,Calculus of urinary tract in diseases classified elsewhere,3
594,Personal history of urinary calculi,3
594,Calculus of kidney and ureter,3
594,Calculus of lower urinary tract,3
594,Urinary calculus NOS,3
594,"Urinary calculus, unspecified",3
594.1,Calculus of kidney,2
594.1,Calculus of kidney,2
594.3,Calculus of ureter,2
594.3,Calculus of ureter,2
586,Other specified disorders of kidney and ureter,3
586,Other specified disorders of kidney and ureter,3
586,"Disorder of kidney and ureter, unspecified",3
586,Unspecified disorder of kidney and ureter,3
586,Other disorders of kidney and ureter in diseases classified elsewhere,3
586,Other disorders of kidney and ureter,3
586,Other disorders of kidney and ureter in other diseases classified elsewhere,3
586,Other specified disorders of kidney and ureter,3
586,Other disorders of kidney and ureter in infectious and parasitic diseases classified elsewhere,3
586.1,Nephroptosis,2
586.3,Hypertrophy of kidney,2
586.3,Ischaemia and infarction of kidney,2
586.3,Vascular disorders of kidney,2
586.2,"Cyst of kidney, acquired",2
586.2,Cyst of kidney,2
586.4,Other obstructive and reflux uropathy,2
586.4,Stricture or kinking of ureter,2
586.4,Other ureteric obstruction,2
586.4,Ureteral fistula,2
586.4,Hydronephrosis with ureteropelvic junction obstruction,2
586.4,Congenital megaloureter,2
586.4,Kinking and stricture of ureter without hydronephrosis,2
586.4,Hydroureter,2
586.4,Hydroureter,2
586.4,Chronic obstructive pyelonephritis,2
269,"Persistent proteinuria, unspecified",3
269,Isolated proteinuria,3
269,Proteinuria,3
269,"Isolated proteinuria with specified morphological lesion, unspecified",3
269,"Orthostatic proteinuria, unspecified",3
269,Postural proteinuria,3
586.12,Vesicoureteral reflux,1
586.12,Vesicoureteral-reflux-associated uropathy,1
586.12,"Vesicoureteral reflux with reflux nephropathy, unspecified or without reflux nephropathy",1
586.12,"Vesicoureteral reflux with reflux nephropathy, bilateral",1
586.12,"Vesicoureteral reflux with reflux nephropathy, unilateral",1
586.12,Vesicoureteral reflux with reflux nephropathy NOS,1
594.2,Other lower urinary tract calculus,2
594.2,Calculus of lower urinary tract,2
594.2,Other calculus in bladder,2
594.2,Calculus in urethra,2
594.2,"Calculus of lower urinary tract, unspecified",2
594.2,Calculus in bladder,2
594.2,Other lower urinary tract calculus,2
594.2,Calculus in diverticulum of bladder,2
594.2,"Calculus of lower urinary tract, unspecified",2
594.2,Calculus in urethra,2
592,"Urethritis, not sexually transmitted, and urethral syndrome",3
592,Cystitis,3
592.11,Acute cystitis,1
592.11,Acute cystitis,1
592.13,Chronic interstitial cystitis,1
592.13,Interstitial cystitis (chronic),1
592.12,Other chronic cystitis,1
592.12,Cystitis cystica,1
592.12,Other chronic cystitis,1
592.12,Trigonitis,1
592.12,Trigonitis,1
596,Diverticulum of bladder,3
596,Vesical fistula NEC,3
596,"Rupture of bladder, nontraumatic",3
596,Other specified disorders of bladder,3
596,Intestinovesical fistula,3
596,"Rupture of bladder, nontraumatic",3
596,Hemorrhage into bladder wall,3
596,Other disorders of bladder,3
596,Other complication of cystostomy,3
596,Other disorders of bladder,3
596,Diverticulum of bladder,3
596,"Bladder disorder, unspecified",3
596,Infection of cystostomy,3
596,Unspecified disorder of bladder,3
596,Vesicointestinal fistula,3
596,"Vesical fistula, not elsewhere classified",3
596,Other specified disorders of bladder,3
596,Bladder disorders in diseases classified elsewhere,3
596,Mechanical complication of cystostomy,3
596,Other specified disorders of bladder,3
596.1,Bladder-neck obstruction,2
596.1,Bladder neck obstruction,2
596.5,Other neuromuscular dysfunction of bladder,2
596.5,Detrusor sphincter dyssynergia,2
596.5,Low bladder compliance,2
596.5,"Neuromuscular dysfunction of bladder, not elsewhere classified",2
596.5,"Reflex neuropathic bladder, not elsewhere classified",2
596.5,"Neuromuscular dysfunction of bladder, unspecified",2
596.5,Other functional disorders of bladder,2
596.5,Other functional disorder of bladder,2
596.5,Atony of bladder,2
596.5,Neurogenic bladder NOS,2
596.5,Hypertonicity of bladder,2
596.5,Paralysis of bladder,2
596.5,"Flaccid neuropathic bladder, not elsewhere classified",2
596.5,"Uninhibited neuropathic bladder, not elsewhere classified",2
592.2,Urethritis NOS,2
592.2,Urethritis and urethral syndrome,2
592.2,Other urethritis,2
592.2,Other urethritis,2
592.2,Urethral abscess,2
592.2,Other urethritis,2
592.2,Urethral abscess,2
592.21,Urethral syndrome NOS,1
592.21,"Urethral syndrome, unspecified",1
592.3,Urethral stricture due to unspecified infection,2
592.3,"Postinfective urethral stricture, not elsewhere classified",2
592.3,Urethral disorders in diseases classified elsewhere,2
592.3,Urethral stricture due to infection,2
592.3,Urethral stricture,2
592.3,Urethral stricture due to infective diseases classified elsewhere,2
597.1,Post-traumatic urethral stricture,2
597.1,"Postinfective urethral stricture, not elsewhere classified",2
597.1,Traumatic urethral stricture,2
597.1,Postoperative urethral stricture,2
597.1,Urethral stricture,2
597.1,Urethral stricture NOS,2
597.1,"Urethral stricture, unspecified",2
597.1,Other specified causes of urethral stricture,2
597.1,Other urethral stricture,2
597.1,Postprocedural urethral stricture,2
597,Other specified disorders of urethra,3
597,Other specified disorders of urethra,3
597,Urethral caruncle,3
597,Urethral caruncle,3
597,Prolapsed urethral mucosa,3
597,Other disorders of urethra and urinary tract,3
597,Urethral fistula,3
597,Urethral diverticulum,3
597,Prolapsed urethral mucosa,3
597,Urethral false passage,3
597,Female urethrocele,3
597,Urethral fistula,3
597,Other disorders of urethra,3
597,Urethral diverticulum,3
591,"Urinary tract infection, site not specified",3
591,"Urinary tract infection, site not specified",3
591,"Personal history, urinary (tract) infection",3
599.1,Urinary obstruction,2
599.1,Urinary obstruction NOS,2
599.1,"Obstructive and reflux uropathy, unspecified",2
599.1,"Urinary obstruction, not elsewhere classified",2
599.1,Obstructive and reflux uropathy,2
593,Unspecified haematuria,3
593,"Recurrent and persistent haematuria, unspecified",3
593,Hematuria,3
593,"Recurrent and persistent haematuria, other",3
593,"Hematuria, unspecified",3
593.1,Gross hematuria,2
593.2,Microscopic hematuria,2
599,Presence of urogenital implants,3
599,Personal history of disorders of urinary system,3
599,"Cystostomy, unspecified",3
599,Attention to cystostomy,3
599,Unspecified disorder of urethra and urinary tract,3
599,Other and unspecified symptoms and signs involving the urinary system,3
599,Abnormal findings on diagnostic imaging of urinary organs,3
599,Other artificial openings of urinary tract status,3
599,Bladder replaced by other means,3
599,"Disorder of urinary system, unspecified",3
599,Attention to other artificial openings of urinary tract,3
599,Cutaneous-vesicostomy,3
599,Other specified disorders of urinary system,3
599,Other cystostomy,3
599,Symptoms involving urinary system,3
599,Cystostomy status,3
599,Other urinary problems,3
599,Other specified disorders of urethra and urinary tract,3
599,Attention to cystostomy,3
599,Cystostomy status,3
599,Other specified disorders of urinary tract,3
599,"Urethral disorder, unspecified",3
599,Status of other artificial opening of urinary tract,3
599,Attention to other artificial opening of urinary tract,3
599,Other personal history of disorders of urinary system,3
599,Appendico-vesicostomy,3
599,Nonspecific abnormal findings on radiological and other examination of genitourinary organs,3
599,Personal history of unspecified urinary disorder,3
597.8,Urethral hypermobility,2
597.8,Intrinsic (urethral) sphincter deficiency [ISD],2
597.8,Urethral instability,2
600,Nodular prostate,3
600,Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptoms (LUTS),3
600,Hypertrophy (benign) of prostate,3
600,Benign localized hyperplasia of prostate,3
600,Hypertrophy (benign) of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS),3
600,"Hyperplasia of prostate, unspecified, with urinary obstruction and other lower urinary symptoms (LUTS)",3
600,Hyperplasia of prostate,3
600,Nodular prostate without urinary obstruction,3
600,Benign localized hyperplasia of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS),3
600,Hyperplasia of prostate,3
600,Benign localized hyperplasia of prostate without urinary obstruction and other lower urinary tract symptoms (LUTS),3
600,"Hyperplasia of prostate, unspecified",3
600,Nodular prostate with urinary obstruction,3
600,Cyst of prostate,3
600,"Hyperplasia of prostate, unspecified, without urinary obstruction and other lower urinary symptoms (LUTS)",3
601,Inflammatory diseases of prostate,3
601.11,Acute prostatitis,1
601.11,Abscess of prostate,1
601.11,Abscess of prostate,1
601.11,Acute prostatitis,1
601.12,Chronic prostatitis,1
601.12,Chronic prostatitis,1
601.1,Prostatocystitis,2
601.1,Prostatitis NOS,2
601.1,Other specified inflammatory diseases of prostate,2
601.1,Prostatocystitis,2
601.1,Other inflammatory diseases of prostate,2
601.1,Prostatitis in diseases classified elsewhere,2
601.1,Inflammatory diseases of prostate,2
601.1,"Inflammatory disease of prostate, unspecified",2
602,Other specified disorders of prostate,3
602,"Disorder of prostate, unspecified",3
602,Atrophy of prostate,3
602,Other disorders of prostate,3
602,Congestion and haemorrhage of prostate,3
602,Calculus of prostate,3
602,Calculus of prostate,3
602,Other specified disorders of prostate,3
602,Congestion or hemorrhage of prostate,3
602,Disorder of prostate NOS,3
602,Other disorders of prostate,3
602,Atrophy of prostate,3
602.3,Dysplasia of prostate,2
603.1,Infected hydrocele,2
603.1,"Hydrocele, unspecified",2
603.1,Other specified types of hydrocele,2
603.1,Other hydrocele,2
603.1,Encysted hydrocele,2
603.1,Hydrocele NOS,2
603.1,Infected hydrocele,2
603.1,Encysted hydrocele,2
603.1,Hydrocele,2
601.3,Orchitis and epididymitis,2
601.3,"Orchitis, epididymitis, and epididymo-orchitis, with abscess",2
601.3,Orchitis and epididymitis,2
601.3,"Orchitis and epididymitis, unspecified",2
601.3,"Other orchitis, epididymitis, and epididymo-orchitis, without mention of abscess",2
601.3,Orchitis and epididymitis in diseases classified elsewhere,2
601.3,"Other orchitis, epididymitis, and epididymo-orchitis, without mention of abscess",2
604.1,Induratio penis plastica,2
604.1,Balanitis xerotica obliterans,2
604.1,"Redundant prepuce, phimosis and paraphimosis",2
604.1,Redundant prepuce and phimosis,2
609,"Infertility, male",3
609.11,Oligospermia,1
609.11,Azoospermia,1
609.1,Male infertility,2
609.1,Male infertility NOS,2
609.1,Infertility due to extratesticular causes,2
604,Leukoplakia of penis,3
604,Disorders of penis,3
604,Priapism,3
604,Edema of penis,3
604,Disorder of penis NOS,3
604,Priapism,3
604,Ulcer of penis,3
604,Other specified disorders of penis,3
604,Other specified disorders of penis,3
604,"Disorder of penis, unspecified",3
604,Leukoplakia of penis,3
604,Other specified disorders of penis,3
601.4,Balanoposthitis,2
601.4,Balanoposthitis,2
601.8,Inflammatory disorders of other specified male genital organs,2
601.8,Other inflammatory disorders of male genital organs,2
601.8,Inflammatory disorder of unspecified male genital organ,2
601.8,"Inflammatory disorders of male genital organs, not elsewhere classified",2
601.8,Inflammatory disorders of seminal vesicle,2
601.8,Other inflammatory disorders of penis,2
601.8,Inflammatory disorders of scrotum,2
601.8,Other inflammatory disorders of penis,2
601.8,Seminal vesiculitis,2
601.8,"Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens",2
604.2,Vascular disorders of penis,2
604.3,Peyronie's disease,2
608,Disorders of male genital organs in diseases classified elsewhere,3
608,Edema of male genital organs,3
608,Vascular disorders of male genital organs,3
608,Chylocele of tunica vaginalis,3
608,Retrograde ejaculation,3
608,Disorders of male genital organs in diseases classified elsewhere,3
608,Other disorders of male genital organs,3
608,"Disorder of male genital organs, unspecified",3
608,Other specified disorders of male genital organs,3
608,Male genital disorder NEC,3
608,Other disorders of male genital organs,3
608,Stricture of male genital organs,3
608,Other specified disorders of male genital organs,3
608,Unspecified disorder of male genital organs,3
608,Vascular disorders of male genital organs,3
603.2,Spermatocele,2
603.2,Spermatocele,2
603,"Orchitis, epididymitis and epididymo-orchitis without abscess",3
603,Torsion of testis NOS,3
603,Torsion of testis,3
603,Atrophy of testis,3
603,Extravaginal torsion of spermatic cord,3
603,"Orchitis, epididymitis and epididymo-orchitis with abscess",3
603,Torsion of appendix testis,3
603,Intravaginal torsion of spermatic cord,3
603,Torsion of testis,3
603,Atrophy of testis,3
603,Torsion of appendix epididymis,3
609.2,"Abnormal findings in specimens from male genital organs, abnormal immunological findings",2
609.2,"Abnormal findings in specimens from male genital organs, abnormal histological findings",2
609.2,"Abnormal findings in specimens from male genital organs, abnormal cytological findings",2
609.2,Abnormal findings in specimens from male genital organs,2
609.2,Hematospermia,2
609.2,"Abnormal findings in specimens from male genital organs, abnormal level of other drugs, medicaments and biological substances",2
609.2,"Abnormal findings in specimens from male genital organs, unspecified abnormal finding",2
609.2,Nonspecific abnormal findings in semen,2
609.2,"Abnormal findings in specimens from male genital organs, other abnormal findings",2
609.2,"Abnormal findings in specimens from male genital organs, abnormal microbiological findings",2
609.2,"Abnormal findings in specimens from male genital organs, abnormal level of hormones",2
609.2,"Abnormal findings in specimens from male genital organs, abnormal level of enzymes",2
610,Benign mammary dysplasias,3
610.1,Diffuse cystic mastopathy,2
610.1,Diffuse cystic mastopathy,2
610.1,Solitary cyst of breast,2
610.1,Solitary cyst of breast,2
610.2,Fibroadenosis of breast,2
610.2,Fibroadenosis of breast,2
610.3,Fibrosclerosis of breast,2
610.3,Fibrosclerosis of breast,2
610.8,Mammary duct ectasia,2
610.8,Other specified benign mammary dysplasias,2
610.8,"Benign mammary dysplasia, unspecified",2
610.8,Other benign mammary dysplasias,2
610.8,Benign mammary dysplasia NOS,2
610.8,Mammary duct ectasia,2
610.8,Benign mammary dysplasia,2
613,Atrophy of breast,3
613,Galactocele,3
613,Atrophy of breast,3
613,Other disorders of breast,3
613,Other disorders of breast,3
613.1,Fat necrosis of breast,2
613.1,Fissure of nipple,2
613.1,Fat necrosis of breast,2
613.1,Fissure and fistula of nipple,2
613.1,Inflammatory disorders of breast,2
613.1,Inflammatory disease of breast,2
612.2,Hypertrophy of breast,2
612.2,Hypertrophy of breast,2
612.1,Galactorrhea not associated with childbirth,2
612.1,"Galactorrhea associated with childbirth, unspecified as to episode of care",2
612.1,"Galactorrhea, with delivery, with or without mention of antepartum condition",2
612.1,"Galactorrhea, with delivery, with mention of postpartum complication",2
612.1,"Galactorrhea, postpartum condition or complication",2
612.1,Galactorrhoea not associated with childbirth,2
612.1,Galactorrhoea,2
612.1,"Galactorrhea, antepartum condition or complication",2
612.1,Galactorrhea,2
613.7,Other signs and symptoms in breast,2
613.7,Other signs and symptoms in breast,2
613.7,Signs and symptoms in breast,2
613.5,Mastodynia,2
613.5,Mastodynia,2
611.3,Unspecified lump in breast,2
611.3,Lump or mass in breast,2
613.8,Other specified disorders of breast,2
613.8,Other specified disorders of breast,2
613.8,Capsular contracture of breast implant,2
613.8,Ptosis of breast,2
613.8,Other specified disorders of breast,2
612,Hypoplasia of breast,3
613.9,Breast disorder NOS,2
613.9,"Disorder of breast, unspecified",2
614,Female chronic pelvic peritonitis,3
614,Other specified female pelvic inflammatory diseases,3
614,"Inflammatory disease of ovary, fallopian tube, pelvic cellular tissue, and peritoneum",3
614,Female acute pelvic peritonitis,3
614,Female pelvic inflammatory disorders in diseases classified elsewhere,3
614,"Other chronic pelvic peritonitis, female",3
614,"Acute or unspecified pelvic peritonitis, female",3
614,Other specified inflammatory disease of female pelvic organs and tissues,3
614,Female syphilitic pelvic inflammatory disease,3
614.31,Acute salpingitis and oophoritis,1
614.31,Acute parametritis and pelvic cellulitis,1
614.31,Acute salpingitis and oophoritis,1
614.31,Acute parametritis and pelvic cellulitis,1
614.32,Chronic parametritis and pelvic cellulitis,1
614.32,Chronic salpingitis and oophoritis,1
614.32,Chronic salpingitis and oophoritis,1
614.32,Unspecified parametritis and pelvic cellulitis,1
614.32,Chronic or unspecified parametritis and pelvic cellulitis,1
614.3,"Salpingitis and oophoritis not specified as acute, subacute, or chronic",2
614.3,"Salpingitis and oophoritis, unspecified",2
614.3,Salpingitis and oophoritis,2
614.1,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)",2
614.1,Female pelvic peritoneal adhesions,2
614.33,"Female pelvic peritonitis, unspecified",1
614.33,Female chlamydial pelvic inflammatory disease,1
614.33,Unspecified inflammatory disease of female pelvic organs and tissues,1
614.33,"Female pelvic inflammatory disease, unspecified",1
614.4,"Chronic inflammatory diseases of uterus, except cervix",2
614.4,Unspecified inflammatory disease of uterus,2
614.4,"Inflammatory disease of uterus, unspecified",2
614.4,"Acute inflammatory diseases of uterus, except cervix",2
614.4,Acute inflammatory disease of uterus,2
614.4,Chronic inflammatory disease of uterus,2
614.4,"Inflammatory diseases of uterus, except cervix",2
614.5,"Unspecified inflammatory disease of cervix, vagina, and vulva",2
614.5,"Disease of Bartholin gland, unspecified",2
614.5,Ulceration of vagina,2
614.5,"Inflammatory disease of uterus, except cervix",2
614.5,"Other inflammatory disease of cervix, vagina and vulva",2
614.5,"Other specified inflammatory diseases of cervix, vagina, and vulva",2
614.5,"Inflammatory disease of cervix, vagina, and vulva",2
614.5,"Mucositis (ulcerative) of cervix, vagina, and vulva",2
614.5,Other specified inflammation of vagina and vulva,2
614.5,Diseases of Bartholin gland,2
614.51,Cervicitis and endocervicitis,1
614.51,Inflammatory disease of cervix uteri,1
614.52,Subacute and chronic vulvitis,1
614.52,Acute vulvitis,1
614.52,Subacute and chronic vaginitis,1
614.52,Acute vaginitis,1
614.52,Vaginitis and vulvovaginitis,1
614.52,Vaginitis and vulvovaginitis in diseases classified elsewhere,1
614.52,Vaginitis and vulvovaginitis NOS,1
614.53,Other diseases of Bartholin gland,1
614.53,Abscess of Bartholin's gland,1
614.53,Cyst of Bartholin gland,1
614.53,Cyst of Bartholin's gland,1
614.53,Abscess of Bartholin gland,1
614.54,Ulceration of vulva,1
614.54,"Ulceration of vulva, unspecified",1
614.54,Ulceration of vulva in diseases classified elsewhere,1
614.54,Abscess of vulva,1
614.54,Other abscess of vulva,1
614.54,Ulceration of vulva,1
615,Endometriosis of ovary,3
615,Endometriosis of fallopian tube,3
615,Endometriosis,3
615,Endometriosis of pelvic peritoneum,3
615,Endometriosis of uterus,3
615,Other endometriosis,3
615,Endometriosis of pelvic peritoneum,3
615,Endometriosis,3
615,Endometriosis of rectovaginal septum and vagina,3
615,Endometriosis in scar of skin,3
615,"Endometriosis, site unspecified",3
615,Endometriosis in cutaneous scar,3
615,Endometriosis of intestine,3
615,Endometriosis of fallopian tube,3
615,Endometriosis of rectovaginal septum and vagina,3
615,Endometriosis of intestine,3
615,Endometriosis of ovary,3
615,Endometriosis of uterus,3
615,"Endometriosis, unspecified",3
615,Endometriosis of other specified sites,3
618,Old laceration of muscles of pelvic floor,3
618,Other specified genital prolapse,3
618,Other specified genital prolapse,3
618,Pelvic muscle wasting,3
618,Unspecified genital prolapse,3
618,Other female genital prolapse,3
618,Incompetence or weakening of rectovaginal tissue,3
618,Incompetence or weakening of pubocervical tissue,3
618,Cervical stump prolapse,3
618,Genital prolapse,3
618.1,Urethrocele,2
618.1,Unspecified prolapse of vaginal walls,2
618.1,Prolapsed urethral mucosa,2
618.1,Cystocele,2
618.1,"Cystocele, lateral",2
618.1,"Cystocele, midline",2
618.1,Female urethrocele,2
618.1,Perineocele,2
618.1,Female genital prolapse,2
618.1,Other prolapse of vaginal walls without mention of uterine prolapse,2
618.1,Prolapse of vaginal walls without mention of uterine prolapse,2
618.1,Rectocele,2
618.1,Rectocele,2
618.1,"Female genital prolapse, unspecified",2
618.2,"Uterovaginal prolapse, unspecified",2
618.2,Incomplete uterovaginal prolapse,2
618.2,"Uterovaginal prolapse, incomplete",2
618.2,Complete uterovaginal prolapse,2
618.2,Uterine prolapse without mention of vaginal wall prolapse,2
618.2,"Uterovaginal prolapse, unspecified",2
618.2,"Uterovaginal prolapse, complete",2
618.5,Prolapse of vaginal vault after hysterectomy,2
618.5,Prolapse of vaginal vault after hysterectomy,2
618.6,"Vaginal enterocele, congenital or acquired",2
618.6,Vaginal enterocele,2
617,Broad ligament laceration syndrome,3
617,Other female urinary-genital tract fistulae,3
617,Vesicovaginal fistula,3
617,Intrauterine synechiae,3
617,Vaginal hematoma,3
617,"Urinary-genital tract fistula, female",3
617,Intrauterine synechiae,3
617,Fistula involving female genital tract,3
617,Fistula of vagina to small intestine,3
617,Old laceration or scarring of vulva,3
617,Other female genital tract fistulae,3
617,Old vaginal laceration,3
617,Fistula of vagina to large intestine,3
617,"Genital tract-skin fistula, female",3
617,"Female genital tract fistula, unspecified",3
617,Old laceration of cervix,3
617,Unspecified fistula involving female genital tract,3
617,Other female intestinal-genital tract fistulae,3
617,Hematoma of broad ligament,3
617,Female genital tract-skin fistulae,3
617,Hematoma of vulva,3
617,Fistulae involving female genital tract,3
617,Old laceration of cervix uteri,3
617,"Digestive-genital tract fistula, female",3
617,Haematoma of broad ligament,3
617,Other specified fistulas involving female genital tract,3
619,"Noninflammatory disorders of ovary, fallopian tube, and broad ligament",3
619,"Hydrocele, canal of Nuck",3
619,Other specified disorders of female genital organs,3
619,Personal history of other genital system and obstetric disorders,3
619,Other disorders of female genital organs,3
619,Other specified disorders of female genital organs,3
619,"Hematocele, female NEC",3
619,Unspecified condition associated with female genital organs and menstrual cycle,3
619,Unspecified disorder of female genital organs,3
619,Other genital system and obstetric disorders,3
628,Other and unspecified ovarian cysts,3
628,Other and unspecified ovarian cyst,3
628,Follicular cyst of ovary,3
628,Corpus luteum cyst or hematoma,3
628,Corpus luteum cyst,3
628,Follicular cyst of ovary,3
624.2,Acquired atrophy of ovary and fallopian tube,2
624.2,Acquired atrophy of ovary and fallopian tube,2
624.2,Atrophy of vulva,2
624.2,Atrophy of vulva,2
619.1,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament",2
619.1,Haematosalpinx,2
619.1,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",2
619.1,Prolapse or hernia of ovary and fallopian tube,2
619.1,Prolapse and hernia of ovary and fallopian tube,2
619.1,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified",2
619.1,"Torsion of ovary, ovarian pedicle, or fallopian tube",2
619.1,"Torsion of ovary, ovarian pedicle and fallopian tube",2
619.1,"Unspecified noninflammatory disorder of ovary, fallopian tube, and broad ligament",2
619.1,"Other noninflammatory disorders of ovary, fallopian tube, and broad ligament",2
619.2,"Congenital abnormalities of uterus, delivered, with mention of postpartum complication",2
619.2,"Other specified disorders of uterus, not elsewhere classified",2
619.2,"Inversion of uterus, delivered with postpartum complication",2
619.2,Retroverted and incarcerated gravid uterus,2
619.2,"Retroverted and incarcerated gravid uterus, delivered, with mention of postpartum complication",2
619.2,Other abnormalities in shape or position of gravid uterus and of neighboring structures,2
619.2,"Disorders of uterus, not elsewhere classified",2
619.2,"Inversion of uterus, unspecified as to episode of care in pregnancy",2
619.2,Other specified noninflammatory disorders of uterus,2
