Code Range,CCS,CCS Label
'G2072-G2072',219,"Alcohol and drug management, treatment, and rehabilitation"
'G2073-G2073',219,"Alcohol and drug management, treatment, and rehabilitation"
'G2074-G2074',219,"Alcohol and drug management, treatment, and rehabilitation"
'G2075-G2075',219,"Alcohol and drug management, treatment, and rehabilitation"
'G2080-G2080',219,"Alcohol and drug management, treatment, and rehabilitation"
'G2086-G2086',219,"Alcohol and drug management, treatment, and rehabilitation"
'G2087-G2087',219,"Alcohol and drug management, treatment, and rehabilitation"
'G2088-G2088',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0001-H0001',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0002-H0002',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0003-H0003',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0004-H0004',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0005-H0005',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0006-H0006',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0007-H0007',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0008-H0008',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0009-H0009',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0010-H0010',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0011-H0011',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0012-H0012',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0013-H0013',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0014-H0014',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0015-H0015',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0016-H0016',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0017-H0017',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0018-H0018',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0019-H0019',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0020-H0020',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0021-H0021',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0022-H0022',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0023-H0023',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0024-H0024',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0025-H0025',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0026-H0026',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0027-H0027',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0028-H0028',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0029-H0029',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0030-H0030',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0033-H0033',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0034-H0034',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0038-H0038',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0039-H0039',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0040-H0040',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0045-H0045',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0047-H0047',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0048-H0048',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0049-H0049',219,"Alcohol and drug management, treatment, and rehabilitation"
'H0050-H0050',219,"Alcohol and drug management, treatment, and rehabilitation"
'H1000-H1000',219,"Alcohol and drug management, treatment, and rehabilitation"
'H1001-H1001',219,"Alcohol and drug management, treatment, and rehabilitation"
'H1002-H1002',219,"Alcohol and drug management, treatment, and rehabilitation"
'H1003-H1003',219,"Alcohol and drug management, treatment, and rehabilitation"
'H1004-H1004',219,"Alcohol and drug management, treatment, and rehabilitation"
'H1005-H1005',219,"Alcohol and drug management, treatment, and rehabilitation"
'H1010-H1010',219,"Alcohol and drug management, treatment, and rehabilitation"
'H1011-H1011',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2000-H2000',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2001-H2001',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2010-H2010',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2011-H2011',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2012-H2012',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2014-H2014',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2015-H2015',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2016-H2016',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2019-H2019',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2020-H2020',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2025-H2025',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2026-H2026',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2034-H2034',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2035-H2035',219,"Alcohol and drug management, treatment, and rehabilitation"
'H2036-H2036',219,"Alcohol and drug management, treatment, and rehabilitation"
'S9475-S9475',219,"Alcohol and drug management, treatment, and rehabilitation"
'T1006-T1006',219,"Alcohol and drug management, treatment, and rehabilitation"
'T1007-T1007',219,"Alcohol and drug management, treatment, and rehabilitation"
'T1009-T1009',219,"Alcohol and drug management, treatment, and rehabilitation"
'T1010-T1010',219,"Alcohol and drug management, treatment, and rehabilitation"
'T1012-T1012',219,"Alcohol and drug management, treatment, and rehabilitation"
'0198T-0198T',220,Ophthalmologic and otologic diagnosis and treatment
'0208T-0208T',220,Ophthalmologic and otologic diagnosis and treatment
'0209T-0209T',220,Ophthalmologic and otologic diagnosis and treatment
'0210T-0210T',220,Ophthalmologic and otologic diagnosis and treatment
'0211T-0211T',220,Ophthalmologic and otologic diagnosis and treatment
'0212T-0212T',220,Ophthalmologic and otologic diagnosis and treatment
'0378T-0378T',220,Ophthalmologic and otologic diagnosis and treatment
'0379T-0379T',220,Ophthalmologic and otologic diagnosis and treatment
'0464T-0464T',220,Ophthalmologic and otologic diagnosis and treatment
'0469T-0469T',220,Ophthalmologic and otologic diagnosis and treatment
'0472T-0472T',220,Ophthalmologic and otologic diagnosis and treatment
'0473T-0473T',220,Ophthalmologic and otologic diagnosis and treatment
'0485T-0485T',220,Ophthalmologic and otologic diagnosis and treatment
'0486T-0486T',220,Ophthalmologic and otologic diagnosis and treatment
'0506T-0506T',220,Ophthalmologic and otologic diagnosis and treatment
'0507T-0507T',220,Ophthalmologic and otologic diagnosis and treatment
'0509T-0509T',220,Ophthalmologic and otologic diagnosis and treatment
'0514T-0514T',220,Ophthalmologic and otologic diagnosis and treatment
'0604T-0604T',220,Ophthalmologic and otologic diagnosis and treatment
'0605T-0605T',220,Ophthalmologic and otologic diagnosis and treatment
'0606T-0606T',220,Ophthalmologic and otologic diagnosis and treatment
'70030-70030',220,Ophthalmologic and otologic diagnosis and treatment
'70371-70371',220,Ophthalmologic and otologic diagnosis and treatment
'92002-92002',220,Ophthalmologic and otologic diagnosis and treatment
'92004-92004',220,Ophthalmologic and otologic diagnosis and treatment
'92012-92012',220,Ophthalmologic and otologic diagnosis and treatment
'92014-92015',220,Ophthalmologic and otologic diagnosis and treatment
'92018-92019',220,Ophthalmologic and otologic diagnosis and treatment
'92020-92020',220,Ophthalmologic and otologic diagnosis and treatment
'92025-92025',220,Ophthalmologic and otologic diagnosis and treatment
'92060-92060',220,Ophthalmologic and otologic diagnosis and treatment
'92065-92065',220,Ophthalmologic and otologic diagnosis and treatment
'92071-92072',220,Ophthalmologic and otologic diagnosis and treatment
'92081-92083',220,Ophthalmologic and otologic diagnosis and treatment
'92100-92100',220,Ophthalmologic and otologic diagnosis and treatment
'92132-92134',220,Ophthalmologic and otologic diagnosis and treatment
'92136-92136',220,Ophthalmologic and otologic diagnosis and treatment
'92201-92202',220,Ophthalmologic and otologic diagnosis and treatment
'92227-92229',220,Ophthalmologic and otologic diagnosis and treatment
'92230-92230',220,Ophthalmologic and otologic diagnosis and treatment
'92235-92235',220,Ophthalmologic and otologic diagnosis and treatment
'92240-92240',220,Ophthalmologic and otologic diagnosis and treatment
'92242-92242',220,Ophthalmologic and otologic diagnosis and treatment
'92250-92250',220,Ophthalmologic and otologic diagnosis and treatment
'92260-92260',220,Ophthalmologic and otologic diagnosis and treatment
'92265-92265',220,Ophthalmologic and otologic diagnosis and treatment
'92270-92270',220,Ophthalmologic and otologic diagnosis and treatment
'92273-92274',220,Ophthalmologic and otologic diagnosis and treatment
'92283-92287',220,Ophthalmologic and otologic diagnosis and treatment
'92310-92317',220,Ophthalmologic and otologic diagnosis and treatment
'92325-92326',220,Ophthalmologic and otologic diagnosis and treatment
'92340-92342',220,Ophthalmologic and otologic diagnosis and treatment
'92352-92355',220,Ophthalmologic and otologic diagnosis and treatment
'92358-92358',220,Ophthalmologic and otologic diagnosis and treatment
'92370-92371',220,Ophthalmologic and otologic diagnosis and treatment
'92499-92499',220,Ophthalmologic and otologic diagnosis and treatment
'92517-92519',220,Ophthalmologic and otologic diagnosis and treatment
'92524-92524',220,Ophthalmologic and otologic diagnosis and treatment
'92531-92534',220,Ophthalmologic and otologic diagnosis and treatment
'92537-92538',220,Ophthalmologic and otologic diagnosis and treatment
'92540-92542',220,Ophthalmologic and otologic diagnosis and treatment
'92544-92549',220,Ophthalmologic and otologic diagnosis and treatment
'92550-92553',220,Ophthalmologic and otologic diagnosis and treatment
'92555-92559',220,Ophthalmologic and otologic diagnosis and treatment
'92560-92565',220,Ophthalmologic and otologic diagnosis and treatment
'92567-92568',220,Ophthalmologic and otologic diagnosis and treatment
'92570-92572',220,Ophthalmologic and otologic diagnosis and treatment
'92575-92577',220,Ophthalmologic and otologic diagnosis and treatment
'92579-92579',220,Ophthalmologic and otologic diagnosis and treatment
'92582-92584',220,Ophthalmologic and otologic diagnosis and treatment
'92587-92588',220,Ophthalmologic and otologic diagnosis and treatment
'92590-92596',220,Ophthalmologic and otologic diagnosis and treatment
'92601-92604',220,Ophthalmologic and otologic diagnosis and treatment
'92620-92621',220,Ophthalmologic and otologic diagnosis and treatment
'92625-92625',220,Ophthalmologic and otologic diagnosis and treatment
'92650-92653',220,Ophthalmologic and otologic diagnosis and treatment
'99172-99174',220,Ophthalmologic and otologic diagnosis and treatment
'99177-99177',220,Ophthalmologic and otologic diagnosis and treatment
'G0117-G0117',220,Ophthalmologic and otologic diagnosis and treatment
'G0118-G0118',220,Ophthalmologic and otologic diagnosis and treatment
'S0618-S0618',220,Ophthalmologic and otologic diagnosis and treatment
'V5008-V5008',220,Ophthalmologic and otologic diagnosis and treatment
'V5010-V5010',220,Ophthalmologic and otologic diagnosis and treatment
'V5020-V5020',220,Ophthalmologic and otologic diagnosis and treatment
'V5299-V5299',220,Ophthalmologic and otologic diagnosis and treatment
'43752-43757',221,Nasogastric tube
'36430-36430',222,Blood and blood product transfusion
'36440-36440',222,Blood and blood product transfusion
'36450-36450',222,Blood and blood product transfusion
'36455-36456',222,Blood and blood product transfusion
'36511-36514',222,Blood and blood product transfusion
'36516-36516',222,Blood and blood product transfusion
'36522-36522',222,Blood and blood product transfusion
'P9010-P9010',222,Blood and blood product transfusion
'P9011-P9011',222,Blood and blood product transfusion
'P9012-P9012',222,Blood and blood product transfusion
'P9016-P9016',222,Blood and blood product transfusion
'P9017-P9017',222,Blood and blood product transfusion
'P9019-P9019',222,Blood and blood product transfusion
'P9020-P9020',222,Blood and blood product transfusion
'P9021-P9021',222,Blood and blood product transfusion
'P9022-P9022',222,Blood and blood product transfusion
'P9023-P9023',222,Blood and blood product transfusion
'P9031-P9031',222,Blood and blood product transfusion
'P9032-P9032',222,Blood and blood product transfusion
'P9033-P9033',222,Blood and blood product transfusion
'P9034-P9034',222,Blood and blood product transfusion
'P9035-P9035',222,Blood and blood product transfusion
'P9036-P9036',222,Blood and blood product transfusion
'P9037-P9037',222,Blood and blood product transfusion
'P9038-P9038',222,Blood and blood product transfusion
'P9039-P9039',222,Blood and blood product transfusion
'P9040-P9040',222,Blood and blood product transfusion
'P9041-P9041',222,Blood and blood product transfusion
'P9043-P9043',222,Blood and blood product transfusion
'P9045-P9045',222,Blood and blood product transfusion
'P9046-P9046',222,Blood and blood product transfusion
'P9047-P9047',222,Blood and blood product transfusion
'P9048-P9048',222,Blood and blood product transfusion
'P9050-P9050',222,Blood and blood product transfusion
'P9051-P9051',222,Blood and blood product transfusion
'P9052-P9052',222,Blood and blood product transfusion
'P9053-P9053',222,Blood and blood product transfusion
'P9054-P9054',222,Blood and blood product transfusion
'P9055-P9055',222,Blood and blood product transfusion
'P9056-P9056',222,Blood and blood product transfusion
'P9057-P9057',222,Blood and blood product transfusion
'P9058-P9058',222,Blood and blood product transfusion
'P9059-P9059',222,Blood and blood product transfusion
'P9060-P9060',222,Blood and blood product transfusion
'P9070-P9070',222,Blood and blood product transfusion
'P9071-P9071',222,Blood and blood product transfusion
'P9072-P9072',222,Blood and blood product transfusion
'P9073-P9073',222,Blood and blood product transfusion
'P9099-P9099',222,Blood and blood product transfusion
'P9100-P9100',222,Blood and blood product transfusion
'S2142-S2142',222,Blood and blood product transfusion
'B4102-B4102',223,Enteral and parenteral nutrition
'B4103-B4103',223,Enteral and parenteral nutrition
'B4104-B4104',223,Enteral and parenteral nutrition
'B4149-B4149',223,Enteral and parenteral nutrition
'B4150-B4150',223,Enteral and parenteral nutrition
'B4152-B4152',223,Enteral and parenteral nutrition
'B4153-B4153',223,Enteral and parenteral nutrition
'B4154-B4154',223,Enteral and parenteral nutrition
'B4155-B4155',223,Enteral and parenteral nutrition
'B4157-B4157',223,Enteral and parenteral nutrition
'B4158-B4158',223,Enteral and parenteral nutrition
'B4159-B4159',223,Enteral and parenteral nutrition
'B4160-B4160',223,Enteral and parenteral nutrition
'B4161-B4161',223,Enteral and parenteral nutrition
'B4162-B4162',223,Enteral and parenteral nutrition
'B4164-B4164',223,Enteral and parenteral nutrition
'B4168-B4168',223,Enteral and parenteral nutrition
'B4172-B4172',223,Enteral and parenteral nutrition
'B4176-B4176',223,Enteral and parenteral nutrition
'B4178-B4178',223,Enteral and parenteral nutrition
'B4180-B4180',223,Enteral and parenteral nutrition
'B4185-B4185',223,Enteral and parenteral nutrition
'B4187-B4187',223,Enteral and parenteral nutrition
'B4189-B4189',223,Enteral and parenteral nutrition
'B4193-B4193',223,Enteral and parenteral nutrition
'B4197-B4197',223,Enteral and parenteral nutrition
'B4199-B4199',223,Enteral and parenteral nutrition
'B4216-B4216',223,Enteral and parenteral nutrition
'B4220-B4220',223,Enteral and parenteral nutrition
'B4222-B4222',223,Enteral and parenteral nutrition
'B4224-B4224',223,Enteral and parenteral nutrition
'B5000-B5000',223,Enteral and parenteral nutrition
'B5100-B5100',223,Enteral and parenteral nutrition
'B5200-B5200',223,Enteral and parenteral nutrition
'S9433-S9433',223,Enteral and parenteral nutrition
'51720-51720',224,Cancer chemotherapy
'61517-61517',224,Cancer chemotherapy
'96401-96402',224,Cancer chemotherapy
'96405-96406',224,Cancer chemotherapy
'96409-96409',224,Cancer chemotherapy
'96411-96411',224,Cancer chemotherapy
'96413-96413',224,Cancer chemotherapy
'96415-96417',224,Cancer chemotherapy
'96420-96420',224,Cancer chemotherapy
'96422-96423',224,Cancer chemotherapy
'96425-96425',224,Cancer chemotherapy
'96440-96440',224,Cancer chemotherapy
'96446-96446',224,Cancer chemotherapy
'96450-96450',224,Cancer chemotherapy
'96542-96542',224,Cancer chemotherapy
'96549-96549',224,Cancer chemotherapy
'G0498-G0498',224,Cancer chemotherapy
'Q0083-Q0083',224,Cancer chemotherapy
'Q0084-Q0084',224,Cancer chemotherapy
'Q0085-Q0085',224,Cancer chemotherapy
'S2107-S2107',224,Cancer chemotherapy
'92961-92961',225,Conversion of cardiac rhythm
'93650-93650',225,Conversion of cardiac rhythm
'93653-93657',225,Conversion of cardiac rhythm
'0054T-0054T',226,Other diagnostic radiology and related techniques
'0055T-0055T',226,Other diagnostic radiology and related techniques
'0347T-0347T',226,Other diagnostic radiology and related techniques
'0348T-0348T',226,Other diagnostic radiology and related techniques
'0349T-0349T',226,Other diagnostic radiology and related techniques
'0350T-0350T',226,Other diagnostic radiology and related techniques
'0422T-0422T',226,Other diagnostic radiology and related techniques
'21116-21116',226,Other diagnostic radiology and related techniques
'23350-23350',226,Other diagnostic radiology and related techniques
'24220-24220',226,Other diagnostic radiology and related techniques
'25246-25246',226,Other diagnostic radiology and related techniques
'27093-27093',226,Other diagnostic radiology and related techniques
'27095-27096',226,Other diagnostic radiology and related techniques
'27369-27369',226,Other diagnostic radiology and related techniques
'27648-27648',226,Other diagnostic radiology and related techniques
'36598-36598',226,Other diagnostic radiology and related techniques
'38200-38200',226,Other diagnostic radiology and related techniques
'38790-38790',226,Other diagnostic radiology and related techniques
'38792-38792',226,Other diagnostic radiology and related techniques
'42550-42550',226,Other diagnostic radiology and related techniques
'47531-47532',226,Other diagnostic radiology and related techniques
'49465-49465',226,Other diagnostic radiology and related techniques
'50430-50431',226,Other diagnostic radiology and related techniques
'54230-54230',226,Other diagnostic radiology and related techniques
'55300-55300',226,Other diagnostic radiology and related techniques
'62290-62291',226,Other diagnostic radiology and related techniques
'68850-68850',226,Other diagnostic radiology and related techniques
'70100-70100',226,Other diagnostic radiology and related techniques
'70110-70110',226,Other diagnostic radiology and related techniques
'70120-70120',226,Other diagnostic radiology and related techniques
'70130-70130',226,Other diagnostic radiology and related techniques
'70134-70134',226,Other diagnostic radiology and related techniques
'70140-70140',226,Other diagnostic radiology and related techniques
'70150-70150',226,Other diagnostic radiology and related techniques
'70160-70160',226,Other diagnostic radiology and related techniques
'70170-70170',226,Other diagnostic radiology and related techniques
'70190-70190',226,Other diagnostic radiology and related techniques
'70200-70200',226,Other diagnostic radiology and related techniques
'70210-70210',226,Other diagnostic radiology and related techniques
'70220-70220',226,Other diagnostic radiology and related techniques
'70240-70240',226,Other diagnostic radiology and related techniques
'70250-70250',226,Other diagnostic radiology and related techniques
'70260-70260',226,Other diagnostic radiology and related techniques
'70300-70300',226,Other diagnostic radiology and related techniques
'70310-70310',226,Other diagnostic radiology and related techniques
'70320-70320',226,Other diagnostic radiology and related techniques
'70328-70328',226,Other diagnostic radiology and related techniques
'70330-70330',226,Other diagnostic radiology and related techniques
'70332-70332',226,Other diagnostic radiology and related techniques
'70350-70350',226,Other diagnostic radiology and related techniques
'70355-70355',226,Other diagnostic radiology and related techniques
'70360-70360',226,Other diagnostic radiology and related techniques
'70370-70370',226,Other diagnostic radiology and related techniques
'70380-70380',226,Other diagnostic radiology and related techniques
'70390-70390',226,Other diagnostic radiology and related techniques
'71100-71101',226,Other diagnostic radiology and related techniques
'71110-71111',226,Other diagnostic radiology and related techniques
'71120-71120',226,Other diagnostic radiology and related techniques
'71130-71130',226,Other diagnostic radiology and related techniques
'72020-72020',226,Other diagnostic radiology and related techniques
'72040-72040',226,Other diagnostic radiology and related techniques
'72050-72050',226,Other diagnostic radiology and related techniques
'72052-72052',226,Other diagnostic radiology and related techniques
'72070-72070',226,Other diagnostic radiology and related techniques
'72072-72072',226,Other diagnostic radiology and related techniques
'72074-72074',226,Other diagnostic radiology and related techniques
'72080-72084',226,Other diagnostic radiology and related techniques
'72100-72100',226,Other diagnostic radiology and related techniques
'72110-72110',226,Other diagnostic radiology and related techniques
'72114-72114',226,Other diagnostic radiology and related techniques
'72120-72120',226,Other diagnostic radiology and related techniques
'72170-72170',226,Other diagnostic radiology and related techniques
'72190-72190',226,Other diagnostic radiology and related techniques
'72200-72200',226,Other diagnostic radiology and related techniques
'72202-72202',226,Other diagnostic radiology and related techniques
'72220-72220',226,Other diagnostic radiology and related techniques
'72275-72275',226,Other diagnostic radiology and related techniques
'73000-73000',226,Other diagnostic radiology and related techniques
'73010-73010',226,Other diagnostic radiology and related techniques
'73020-73020',226,Other diagnostic radiology and related techniques
'73030-73030',226,Other diagnostic radiology and related techniques
'73040-73040',226,Other diagnostic radiology and related techniques
'73050-73050',226,Other diagnostic radiology and related techniques
'73060-73060',226,Other diagnostic radiology and related techniques
'73070-73070',226,Other diagnostic radiology and related techniques
'73080-73080',226,Other diagnostic radiology and related techniques
'73085-73085',226,Other diagnostic radiology and related techniques
'73090-73090',226,Other diagnostic radiology and related techniques
'73092-73092',226,Other diagnostic radiology and related techniques
'73100-73100',226,Other diagnostic radiology and related techniques
'73110-73110',226,Other diagnostic radiology and related techniques
'73115-73115',226,Other diagnostic radiology and related techniques
'73120-73120',226,Other diagnostic radiology and related techniques
'73130-73130',226,Other diagnostic radiology and related techniques
'73140-73140',226,Other diagnostic radiology and related techniques
'73501-73503',226,Other diagnostic radiology and related techniques
'73521-73523',226,Other diagnostic radiology and related techniques
'73525-73525',226,Other diagnostic radiology and related techniques
'73551-73552',226,Other diagnostic radiology and related techniques
'73560-73560',226,Other diagnostic radiology and related techniques
'73562-73562',226,Other diagnostic radiology and related techniques
'73564-73565',226,Other diagnostic radiology and related techniques
'73580-73580',226,Other diagnostic radiology and related techniques
'73590-73590',226,Other diagnostic radiology and related techniques
'73592-73592',226,Other diagnostic radiology and related techniques
'73600-73600',226,Other diagnostic radiology and related techniques
'73610-73610',226,Other diagnostic radiology and related techniques
'73615-73615',226,Other diagnostic radiology and related techniques
'73620-73620',226,Other diagnostic radiology and related techniques
'73630-73630',226,Other diagnostic radiology and related techniques
'73650-73650',226,Other diagnostic radiology and related techniques
'73660-73660',226,Other diagnostic radiology and related techniques
'74018-74019',226,Other diagnostic radiology and related techniques
'74021-74022',226,Other diagnostic radiology and related techniques
'74190-74190',226,Other diagnostic radiology and related techniques
'74210-74210',226,Other diagnostic radiology and related techniques
'74290-74290',226,Other diagnostic radiology and related techniques
'74355-74355',226,Other diagnostic radiology and related techniques
'74360-74360',226,Other diagnostic radiology and related techniques
'74363-74363',226,Other diagnostic radiology and related techniques
'74415-74415',226,Other diagnostic radiology and related techniques
'74420-74420',226,Other diagnostic radiology and related techniques
'74425-74425',226,Other diagnostic radiology and related techniques
'74430-74430',226,Other diagnostic radiology and related techniques
'74440-74440',226,Other diagnostic radiology and related techniques
'74445-74445',226,Other diagnostic radiology and related techniques
'74450-74450',226,Other diagnostic radiology and related techniques
'74455-74455',226,Other diagnostic radiology and related techniques
'74470-74470',226,Other diagnostic radiology and related techniques
'74485-74485',226,Other diagnostic radiology and related techniques
'74710-74710',226,Other diagnostic radiology and related techniques
'74740-74740',226,Other diagnostic radiology and related techniques
'74742-74742',226,Other diagnostic radiology and related techniques
'74775-74775',226,Other diagnostic radiology and related techniques
'75801-75801',226,Other diagnostic radiology and related techniques
'75803-75803',226,Other diagnostic radiology and related techniques
'75805-75805',226,Other diagnostic radiology and related techniques
'75807-75807',226,Other diagnostic radiology and related techniques
'75809-75809',226,Other diagnostic radiology and related techniques
'75893-75893',226,Other diagnostic radiology and related techniques
'75901-75902',226,Other diagnostic radiology and related techniques
'75970-75970',226,Other diagnostic radiology and related techniques
'75984-75984',226,Other diagnostic radiology and related techniques
'75989-75989',226,Other diagnostic radiology and related techniques
'76000-76000',226,Other diagnostic radiology and related techniques
'76010-76010',226,Other diagnostic radiology and related techniques
'76080-76080',226,Other diagnostic radiology and related techniques
'76098-76098',226,Other diagnostic radiology and related techniques
'76100-76102',226,Other diagnostic radiology and related techniques
'76120-76120',226,Other diagnostic radiology and related techniques
'76125-76125',226,Other diagnostic radiology and related techniques
'76140-76140',226,Other diagnostic radiology and related techniques
'76145-76145',226,Other diagnostic radiology and related techniques
'76376-76377',226,Other diagnostic radiology and related techniques
'76390-76390',226,Other diagnostic radiology and related techniques
'76496-76496',226,Other diagnostic radiology and related techniques
'76499-76499',226,Other diagnostic radiology and related techniques
'77001-77003',226,Other diagnostic radiology and related techniques
'77071-77077',226,Other diagnostic radiology and related techniques
'77080-77081',226,Other diagnostic radiology and related techniques
'77085-77086',226,Other diagnostic radiology and related techniques
'94772-94772',226,Other diagnostic radiology and related techniques
'C8937-C8937',226,Other diagnostic radiology and related techniques
'C9733-C9733',226,Other diagnostic radiology and related techniques
'C9734-C9734',226,Other diagnostic radiology and related techniques
'C9756-C9756',226,Other diagnostic radiology and related techniques
'G0130-G0130',226,Other diagnostic radiology and related techniques
'Q0092-Q0092',226,Other diagnostic radiology and related techniques
'0358T-0358T',227,"Consultation, evaluation, and preventative care"
'0403T-0403T',227,"Consultation, evaluation, and preventative care"
'0591T-0591T',227,"Consultation, evaluation, and preventative care"
'0592T-0592T',227,"Consultation, evaluation, and preventative care"
'0593T-0593T',227,"Consultation, evaluation, and preventative care"
'90989-90989',227,"Consultation, evaluation, and preventative care"
'90993-90993',227,"Consultation, evaluation, and preventative care"
'93793-93793',227,"Consultation, evaluation, and preventative care"
'94780-94781',227,"Consultation, evaluation, and preventative care"
'96040-96040',227,"Consultation, evaluation, and preventative care"
'99024-99024',227,"Consultation, evaluation, and preventative care"
'99026-99027',227,"Consultation, evaluation, and preventative care"
'99050-99051',227,"Consultation, evaluation, and preventative care"
'99053-99053',227,"Consultation, evaluation, and preventative care"
'99056-99056',227,"Consultation, evaluation, and preventative care"
'99058-99058',227,"Consultation, evaluation, and preventative care"
'99060-99060',227,"Consultation, evaluation, and preventative care"
'99078-99078',227,"Consultation, evaluation, and preventative care"
'99091-99091',227,"Consultation, evaluation, and preventative care"
'99170-99170',227,"Consultation, evaluation, and preventative care"
'99202-99205',227,"Consultation, evaluation, and preventative care"
'99211-99215',227,"Consultation, evaluation, and preventative care"
'99217-99219',227,"Consultation, evaluation, and preventative care"
'99220-99226',227,"Consultation, evaluation, and preventative care"
'99231-99236',227,"Consultation, evaluation, and preventative care"
'99238-99239',227,"Consultation, evaluation, and preventative care"
'99241-99245',227,"Consultation, evaluation, and preventative care"
'99251-99255',227,"Consultation, evaluation, and preventative care"
'99281-99285',227,"Consultation, evaluation, and preventative care"
'99288-99288',227,"Consultation, evaluation, and preventative care"
'99291-99292',227,"Consultation, evaluation, and preventative care"
'99356-99359',227,"Consultation, evaluation, and preventative care"
'99360-99360',227,"Consultation, evaluation, and preventative care"
'99366-99368',227,"Consultation, evaluation, and preventative care"
'99381-99387',227,"Consultation, evaluation, and preventative care"
'99391-99397',227,"Consultation, evaluation, and preventative care"
'99401-99404',227,"Consultation, evaluation, and preventative care"
'99406-99407',227,"Consultation, evaluation, and preventative care"
'99411-99412',227,"Consultation, evaluation, and preventative care"
'99415-99417',227,"Consultation, evaluation, and preventative care"
'99429-99429',227,"Consultation, evaluation, and preventative care"
'99439-99439',227,"Consultation, evaluation, and preventative care"
'99450-99450',227,"Consultation, evaluation, and preventative care"
'99455-99456',227,"Consultation, evaluation, and preventative care"
'99460-99469',227,"Consultation, evaluation, and preventative care"
'99471-99472',227,"Consultation, evaluation, and preventative care"
'99475-99479',227,"Consultation, evaluation, and preventative care"
'99480-99480',227,"Consultation, evaluation, and preventative care"
'99485-99487',227,"Consultation, evaluation, and preventative care"
'99489-99489',227,"Consultation, evaluation, and preventative care"
'99490-99491',227,"Consultation, evaluation, and preventative care"
'99497-99499',227,"Consultation, evaluation, and preventative care"
'G0108-G0108',227,"Consultation, evaluation, and preventative care"
'G0109-G0109',227,"Consultation, evaluation, and preventative care"
'G0177-G0177',227,"Consultation, evaluation, and preventative care"
'G0245-G0245',227,"Consultation, evaluation, and preventative care"
'G0246-G0246',227,"Consultation, evaluation, and preventative care"
'G0250-G0250',227,"Consultation, evaluation, and preventative care"
'G0270-G0270',227,"Consultation, evaluation, and preventative care"
'G0271-G0271',227,"Consultation, evaluation, and preventative care"
'G0296-G0296',227,"Consultation, evaluation, and preventative care"
'G0372-G0372',227,"Consultation, evaluation, and preventative care"
'G0378-G0378',227,"Consultation, evaluation, and preventative care"
'G0379-G0379',227,"Consultation, evaluation, and preventative care"
'G0380-G0380',227,"Consultation, evaluation, and preventative care"
