CPT code,String,Layer
61540,CRANIOT LOBECTOMY OTH/THN TEMPORAL LOBE W/O ECOG,1
61543,CRANIOTOMY PARTIAL/SUBTOTAL HEMISPHERECTOMY,1
61566,CRANIOTOMY SELECTIVE AMYGDALOHIPPOCAMPECTOMY,1
62145,CRANIOPLASTY SKULL DEFECT REPARATIVE BRAIN SURG,1
62230,RPLCMT/REVJ CSF SHUNT VALVE/CATH SHUNT SYS,1
19030,INJECTION MAMMARY DUCTOGRAM/GALACTOGRAM,1
19371,PERIPROSTHETIC CAPSULECTOMY BREAST,1
19370,OPEN PERIPROSTHETIC CAPSULOTOMY BREAST,1
19396,PREPARATION MOULAGE CUSTOM BREAST IMPLANT,1
19342,DLYD INSJ BRST PROSTH FLWG MASTOPEXY MAST/RCNSTJ,1
19000,PUNCTURE ASPIRATION CYST BREAST,1
19112,EXCISION LACTIFEROUS DUCT FISTULA,1
19324,MAMMAPLASTY AUGMENTATION W/O PROSTHETIC IMPLANT,1
19325,MAMMAPLASTY AUGMENTATION W/PROSTHETIC IMPLANT,1
19340,IMMT INSJ BRST PROSTH FLWG MASTOPEXY MAST/RCNSTJ,1
19328,REMOVAL INTACT MAMMARY IMPLANT,1
19020,MASTOTOMY W/EXPLORATION/DRAINAGE ABSCESS DEEP,1
19318,REDUCTION MAMMAPLASTY,1
19120,EXC CYST/ABERRANT BREAST TISSUE OPEN 1/> LESION,1
19499,UNLISTED PROCEDURE BREAST,1
19380,REVISION RECONSTRUCTED BREAST,1
19316,MASTOPEXY,1
94010,SPMTRY W/VC EXPIRATORY FLO W/WO MXML VOL VNTJ,1
94400,BREATHING RESPONSE TO CO2,1
31770,BRONCHOPLASTY GRAFT REPAIR,1
31775,BRONCHOPLASTY EXCISION STENOSIS & ANASTOMOSIS,1
32815,OPEN CLOSURE MAJOR BRONCHIAL FISTULA,1
67900,REPAIR BROW PTOSIS,1
64732,TRANSECTION/AVULSION SUPRAORBITAL NERVE,1
15826,RHYTIDECTOMY GLABELLAR FROWN LINES,1
16000,INITIAL TX 1ST DEGREE BURN LOCAL TX,1
27604,INCISION & DRAINAGE LEG/ANKLE INFECTED BURSA,1
23031,I&D SHOULDER INFECTED BURSA,1
28001,INCISION&DRAINAGE BURSA FOOT,1
25031,INCISION & DRAINAGE FOREARM&/WRIST BURSA,1
26025,DRAINAGE OF PALMAR BURSA SINGLE BURSA,1
26991,I&D PELVIS/HIP JOINT AREA INFECTED BURSA,1
24105,EXCISION OLECRANON BURSA,1
27062,EXCISION TROCHANTERIC BURSA/CALCIFICATION,1
27060,EXCISION ISCHIAL BURSA,1
27340,EXCISION PREPATELLAR BURSA,1
30220,INSERTION NASAL SEPTAL PROSTHESIS BUTTON,1
43846,GASTRIC RSTCV W/BYP W/SHORT LIMB 150 CM/<,1
74270,RADEX COLON BARIUM ENEMA W/WO KUB,1
74280,RADEX COLON W/SPEC HI DNS BARIUM W/WO GLUCAGON,1
76140,CONSLTJ X-RAY XM MADE ELSEWHERE WRTTN REPRT,1
73085,RADEX ELBOW ARTHROGRAPHY RS&I,1
73525,RADEX HIP ARTHROGRAPHY RS&I,1
73580,RADIOLOGIC EXAM KNEE ARTHROGRAPHY RS&I,1
73040,RADEX SHOULDER ARTHROGRAPHY RS&I,1
73115,RADEX WRIST ARTHROGRAPHY RS&I,1
72295,DISKOGRAPY LUMBAR RS&I,1
70390,SIALOGRAPHY RS&I,1
70170,DACRYOCSTOGRAPY NASOLACRIMAL DUCT RS&I,1
70134,RADEX INTERNAL AUDITORY MEATI COMPLETE,1
73070,RADEX ELBOW 2 VIEWS,1
73080,RADEX ELBOW COMPLETE MINIMUM 3 VIEWS,1
24220,INJECTION ELBOW ARTHROGRAPHY,1
74329,ENDOSCOPIC CATHJ PANCREATIC DUCTAL SYS RS&I,1
70190,RADEX OPTIC FORAMINA,1
70200,RADEX ORBITS COMPLETE MINIMUM 4 VIEWS,1
73140,RADEX FINGR MINIMUM 2 VIEWS,1
76080,RADEX ABSCESS/FISTULA/SINUS TRACT RS&I,1
73620,RADIOLOGIC EXAMINATION FOOT 2 VIEWS,1
73630,RADEX FOOT COMPLETE MINIMUM 3 VIEWS,1
73090,RADEX FOREARM 2 VIEWS,1
70380,RADIOLOGIC EXAMINATION SALIVARY GLAND CALCULUS,1
73120,RADEX HAND 2 VIEWS,1
73130,RADEX HAND MINIMUM 3 VIEWS,1
73650,RADEX CALCANEUS MINIMUM 2 VIEWS,1
73060,RADEX HUMERUS MINIMUM 2 VIEWS,1
70328,RADEX TEMPOROMANDBLE JT OPN & CLSD MOUTH UNILAT,1
70332,TEMPOROMANDBLE JT ARTHROGRAPHY RS&I,1
70330,RADEX TEMPOROMANDBLE JT OPN & CLSD MOUTH BILAT,1
74470,RADEX RENAL CYST STUDY TRANSLUMBAR RS&I,1
73590,RADIOLOGIC EXAMINATION TIBIA & FIBULA 2 VIEWS,1
70120,RADIOLOGIC EXAM MASTOIDS < 3 VIEWS PER SIDE,1
70130,RADEX MASTOIDS COMPL MINIMUM 3 VIEWS PR SIDE,1
70360,RADIOLOGIC EXAMINATION NECK SOFT TISSUE,1
72170,RADIOLOGIC EXAMINATION PELVIS 1/2 VIEWS,1
72190,RADIOLOGIC EXAM PELVIS COMPL MINIMUM 3 VIEWS,1
74445,CORPORA CAVERNOSOGRAPY RS&I,1
74775,PERINEOGRAM,1
74190,PERITONEOGRAM RS&I,1
73660,RADEX TOE MINIMUM 2 VIEWS,1
73020,RADEX SHOULDER 1 VIEW,1
73030,RADEX SHOULDER COMPLETE MINIMUM 2 VIEWS,1
73050,RADEX A-C JOINTS BI W/WO WEIGHTED DISTRCJ,1
70210,RADEX SINUSES PARANASAL <3 VIEWS,1
70220,RADEX SINUSES PARANASAL COMPL MINIMUM 3 VIEWS,1
70250,RADIOLOGIC EXAMINATION SKULL 4/> VIEWS,1
70260,RADIOLOGIC EXAM SKULL COMPLETE MINIMUM 4 VIEWS,1
70300,RADIOLOGIC EXAMINATION TEETH 1 VIEW,1
70310,RADIOLOGIC EXAM TEETH PRTL EXAM < FULL MOUTH,1
73100,RADEX WRIST 2 VIEWS,1
73110,RADEX WRIST COMPLETE MINIMUM 3 VIEWS,1
70370,RADEX PHARYNX/LARX W/FLUOR&/MAGNIFICATION TQ,1
70320,RADIOLOGIC EXAM TEETH COMPLETE FULL MOUTH,1
74340,INTRO LONG GI TUBE W/MULT FLUORO & IMAGES RS&I,1
70350,CEPHALOGRAM ORTHODONTIC,1
27093,INJECTION HIP ARTHROGRAPHY W/O ANESTHESIA,1
27095,INJECTION HIP ARTHROGRAPHY W/ANESTHESIA,1
20501,INJECTION SINUS TRACT DIAGNOSTIC,1
68850,INJECTION CONTRAST MEDIUM DACRYOCYSTOGRAPY,1
42550,INJECTION PROCEDURE SIALOGRAPHY,1
23350,INJECTION SHOULDER ARTHROGRAPHY/ CT/MRI ARTHG,1
38200,INJECTION PROCEDURE SPLENOPORTOGRAPY,1
50684,INJ PX URETEROGRAPHY/URETEROPYLOGRAPHY CATH,1
50690,NJX VISUALIZATION ILEAL CONDUIT&/URETEROPYELOG,1
25246,INJECTION WRIST ARTHROGRAPHY,1
70355,ORTHOPANTOGRAM,1
74710,PELVIMETRY W/WOPLACENTAL LOCALIZATION,1
80410,CALCITONIN STIMULATION PANEL,1
23000,REMOVAL SUBDELTOID CALCAREOUS DEPOSITS OPEN,1
82331,CALCIUM AFTER CALCIUM INFUSION TEST,1
27687,GASTROCNEMIUS RECESSION,1
92533,CALORIC VESTIBULAR TEST EACH IRRIGATION,1
62355,RMVL PREVIOUSLY IMPLTED ITHCL/EDRL CATH,1
69200,RMVL FB XTRNL AUDITORY CANAL W/O ANES,1
69205,RMVL FB XTRNL AUDITORY CANAL ANES,1
69020,DRAINAGE EXTERNAL AUDITORY CANAL ABSCESS,1
69150,RAD EXC XTRNL AUDITORY CANAL LES W/O NCK DSJ,1
69960,DECOMPRESSION INTERNAL AUDITORY CANAL,1
69140,EXCISION EXOSTOSIS EXTERNAL AUDITORY CANAL,1
69145,EXCISION SOFT TIS LESION EXTERNAL AUDITORY CANAL,1
69310,RECONSTRUCTION EXTERNAL AUDITORY CANAL SPX,1
69320,RCNSTJ XTRNL AUD CANAL CONGENITAL ATRESIA 1 STG,1
62282,INJX/INFUS NEUROLYT SBST EPIDURAL LUMBAR/SACRAL,1
36861,XTRNL CANNULA DECLTNG SPX W/BALO CATH,1
36800,INSJ CANNULA HEMO OTH PURPOSE SPX VEIN VEIN,1
36810,INSJ CANNULA HEMO OTH PURPOSE SPX ARVEN XTRNL,1
36815,INSJ CANNULA HEMO OTH SPX ARVEN XTRNL REVJ/CLSR,1
36823,INSJ CNULA ISLTD XC-CIRCJ REG CHEMOTX XTR RMVL,1
57170,DIAPHRAGM/CERVICAL CAP FITTING W/INSTRUCTIONS,1
94150,VITAL CAPACITY TOTAL SEPARATE PROCEDURE,1
25085,CAPSULOTOMY WRIST,1
23450,CAPSULORRHAPHY ANTERIOR PUTTI-PLATT/MAGNUSON,1
23455,CAPSULORRHAPHY ANTERIOR W/LABRAL REPAIR,1
23460,CAPSULORRHAPHY ANTERIOR WITH BONE BLOCK,1
23462,CAPSULORRHAPHY ANTERIOR W/CORACOID PROCESS TR,1
23465,CAPSULORRHAPHY GLENOHUMERAL JT PST W/WO BONE BLK,1
23466,CAPSULORRHAPHY GLENOHUMRL JT MULTI-DIRIONAL INS,1
99217,OBSERVATION CARE DISCHARGE MANAGEMENT,1
99058,SVC PRV EMER BASIS IN OFFICE DISRUPTING SVCS,1
99379,SUPERVISION NURS FACILITY PATIENT MO 15-29 MIN,1
99380,SUPERVISION NURS FACILITY PATIENT MONTH 30 MIN/>,1
99374,SUPVJ PT HOME HEALTH AGENCY MO 15-29 MINUTES,1
99375,SUPERVISION PT HOME HEALTH AGENCY MONTH 30 MIN/>,1
99377,SUPERVISION HOSPICE PATIENT/MONTH 15-29 MIN,1
99378,SUPERVISION HOSPICE PATIENT/MONTH 30 MINUTES/>,1
99221,INITIAL HOSPITAL CARE/DAY 30 MINUTES,1
99222,INITIAL HOSPITAL CARE/DAY 50 MINUTES,1
99223,INITIAL HOSPITAL CARE/DAY 70 MINUTES,1
99231,SBSQ HOSPITAL CARE/DAY 15 MINUTES,1
99232,SBSQ HOSPITAL CARE/DAY 25 MINUTES,1
99233,SBSQ HOSPITAL CARE/DAY 35 MINUTES,1
59899,UNLISTED PROCEDURE MATERNITY CARE & DELIVERY,1
59820,TX MISSED ABORTION FIRST TRIMESTER SURGICAL,1
97535,SELF-CARE/HOME MGMT TRAINING EACH 15 MINUTES,1
59400,OB CARE ANTEPARTUM VAG DLVR & POSTPARTUM,1
59409,VAGINAL DELIVERY ONLY,1
59410,VAGINAL DELIVERY ONLY W/POSTPARTUM CARE,1
94770,CARBON DIOXIDE EXP GAS DETER INFRARED ANALYZER,1
93024,ERGONOVINE PROVOCATION TST,1
78428,CARDIAC SHUNT DETECTION,1
93561,INDIC DIL STD ARTL&/OR VEN CATHJ W/OUTP MEAS,1
93798,OUTPATIENT CARDIAC REHAB W/CONT ECG MONITORING,1
33999,UNLISTED CARDIAC SURGERY,1
93797,OUTPATIENT CARDIAC REHAB W/O CONT ECG MONITOR,1
78499,UNLISTED CARDIOVASCULAR PX DX NUCLEAR MEDICINE,1
93799,UNLISTED CARDIOVASCULAR SERVICE/PROCEDURE,1
93015,CV STRS TST XERS&/OR RX CONT ECG W/SI&R,1
93016,CV STRS TST XERS&/OR RX CONT ECG W/O I&R,1
93017,CV STRS TST XERS&/OR RX CONT ECG TRCG ONLY,1
93018,CV STRS TST XERS&/OR RX CONT ECG I&R ONLY,1
64721,NEUROPLASTY &/TRANSPOS MEDIAN NRV CARPAL TUNNE,1
21235,GRAFT EAR CRTLG AUTOGENOUS NOSE/EAR,1
20910,CARTILAGE GRAFT COSTOCHONDRAL,1
20912,CARTILAGE GRAFT NASAL SEPTUM,1
21230,GRAFT RIB CRTLG AUTOGENOUS FACE/CHIN/NOSE/EAR,1
21060,MENISCECTOMY PRTL/COMPL TEMPOROMANDIBULAR JT SPX,1
25107,ARTHROTOMY DSTL RADIOULNAR JOINT RPR CARTILAGE,1
27332,ARTHRT W/EXC SEMILUNAR CRTLG KNEE MEDIAL/LAT,1
27333,ARTHRT W/EXC SEMILUNAR CRTLG KNEE MEDIAL&LAT,1
27403,ARTHROTOMY W/MENISCUS REPAIR KNEE,1
29799,UNLISTED PROCEDURE CASTING/STRAPPING,1
29700,REMOVAL/BIVALVING GAUNTLET BOOT/BODY CAST,1
29705,REMOVAL/BIVALVING FULL ARM/FULL LEG CAST,1
29710,RMVL/BIVALV SHO/HIP SPICA MINERVA/RISSER JACKET,1
29740,WEDGING CAST EXCEPT CLUBFOOT CASTS,1
76380,CT LIMITED/LOCALIZED FOLLOW UP STUDY,1
75984,CHANGE PRQ TUBE/DRAINAGE CATH W CONTRAST RS&I,1
52010,CYSTO W/EJACULATORY DUCT CATHETERIZATION,1
52005,CYSTO BLADDER W/URETERAL CATHETERIZATION,1
50972,NDSC URETEROTOMY URTRL CATHJ W/WO DILAT URETER,1
93503,INSERTION FLOW DIRECTED CATHETER FOR MONITORING,1
58340,CATH & SALINE/CONTRAST SONOHYSTER/HYSTEROSALPI,1
62194,RPLCMT/IRRG SUBARACHNOID/SUBDURAL CATHETER,1
62225,RPLCMT/IRRIGATION VENTRICULAR CATHETER,1
36010,INTRO CATHETER SUPERIOR/INFERIOR VENA CAVA,1
36011,SLCTV CATH PLMT VEN SYS 1ST ORDER BRANCH,1
36012,SLCTV CATH PLMT VEN SYS 2ND ORDER/> SLCTV BRANC,1
75893,VENOUS SAMPLING THRU CATH W/WO ANGIOGRAPHY RS&,1
57510,CAUTERY CERVIX ELECTRO/THERMAL,1
54231,DYNAMIC CAVERNOSOMETRY NJX VASOACTIVE DRUGS,1
69220,DEBRIDEMENT MASTOIDECTOMY CAVITY SIMPLE,1
69222,DEBRIDEMENT MASTOIDECTOMY CAVITY CMPLX,1
61000,SUBDURAL TAP FONTANELLE/SUTUR INFANT UNI/BI INIT,1
61001,SUBDURAL TAP FONTANELLE/SUTUR INFANT UNI/BI SBSQ,1
49062,DRG XTRAPERITONEAL LYMPHOCELE PERITON CAVITY OPN,1
62120,RPR ENCEPHALOCELE SKULL VAULT W/CRANIOPLASTY,1
78135,RBC SURVIVAL STUDY DIFFERNTL ORGAN/TISS KINETICS,1
88182,FLOW CYTOMETRY CELL CYCLE/DNA ANALYSIS,1
78140,LABELED RBC SEQUESTRATION DIFFERNTL ORGAN/TISSUE,1
85660,SICKLING RBC REDUCTION,1
59871,REMOVAL CERCLAGE SUTURE UNDER ANESTHESIA,1
78630,CEREBROSPINAL FLUID FLOW W/O MATL CISTERNOGRAPHY,1
78647,CEREBROSPINAL FLUID FLOW W/O MATL TOMOG SPECT,1
59200,INSERTION CERVICAL DILATOR SEPARATE PROCEDURE,1
57511,CAUTERY CERVIX CRYOCAUTERY INITIAL/REPEAT,1
57513,CAUTERY CERVIX LASER ABLATION,1
57530,TRACHELECTOMY CERVICECTOMY AMP CERVIX SPX,1
57540,EXCISION CERVICAL STUMP ABDOMINAL APPROACH,1
57550,EXCISION CERVICAL STUMP VAGINAL APPROACH,1
57700,CERCLAGE UTERINE CERVIX NONOBSTETRICAL,1
57720,TRACHELORRHAPHY PLSTC RPR UTERINE CERVIX VAG,1
59320,CERCLAGE CERVIX PREGNANCY VAGINAL,1
59325,CERCLAGE CERVIX PREGNANCY ABDOMINAL,1
59510,OB ANTEPARTUM CARE CESAREAN DLVR & POSTPARTUM,1
59515,CESAREAN DELIVERY ONLY W/POSTPARTUM CARE,1
21502,I&D DP ABSC/HMTMA SOFT TISS NCK/THORAX PRTL RI,1
21501,I&D DEEP ABSC/HMTMA SOFT TISSUE NECK/THORAX,1
32110,THORCOM CTRL TRAUMTC HEMRRG&/RPR LNG TEAR,1
35820,EXPL PO HEMRRG THROMBOSIS/INFCTJ CH,1
39000,MEDIAST W/EXPL DRG RMVL FB/BX CRV APPR,1
39010,MEDIAST W/EXPL DRG RMVL FB/BX TTHRC APPR,1
32120,THORACOTOMY POSTOPERATIVE COMPLICATIONS,1
19272,EXC CHEST TUMOR W/RCNSTJ W/MEDSTNL LMPHADEC,1
32320,DECORTICATION & PARIETAL PLEURECTOMY,1
32160,THORACOTOMY W/CARDIAC MASSAGE,1
32820,MAJOR RECONSTRUCTION CHEST WALL POSTTRAUMATIC,1
19260,EXCISION CHEST WALL TUMOR INCLUDING RIBS,1
32310,PLEURECTOMY PARIETAL SEPARATE PROCEDURE,1
32215,PLEURAL SCARIFICATION REPEAT PNEUMOTHORAX,1
94667,MANJ CH WALL FACILITATE LNG FUNCJ 1 DEMO&/EVAL,1
94668,MANJ CHEST WALL FACILITATE LUNG FUNCTION SUBSQ,1
21899,UNLISTED PROCEDURE NECK/THORAX,1
39499,UNLISTED PROCEDURE MEDIASTINUM,1
32999,UNLISTED PROCEDURE LUNGS & PLEURA,1
32905,THORACOPLASTY SCHEDE TYPE/EXTRAPLEURAL,1
32906,THORACOP SCHEDE TYP/XTRPLEURAL CLSR BRNCPLR FSTL,1
19271,EXC CHEST TUMOR W/RCNSTJ W/O MEDSTNL LMPHADEC,1
29200,STRAPPING THORAX,1
33670,RPR COMPL AV CANAL W/WO PROSTC VALVE,1
33476,R VENTRIC RESCJ INFUND STEN W/WO COMMISSUROTOMY,1
33478,OUTFLOW TRACT AGMNTJ W/WO COMMISSUR/INFUND RESCJ,1
33735,ATRIAL SEPTECTOMY/SEPTOSTOMY CLOSED HEART,1
33736,ATRIAL SEPTECTOMY/SEPTOSTOMY OPEN HEART W/BYPASS,1
33737,ATRIAL SEPTECT/SEPTOST OPN HRT W/INFL OCCLUSION,1
92992,ATRIAL SEPTECT/SEPTOST TRANSVENOUS BALLOON,1
92993,ATRIAL SEPTECT/SEPTOSTOMY BLADE METHOD,1
26555,TR FNGR AXH POS W/O MVASC ANAST,1
38308,LYMPHANGIOTOMY/OTH OPRATIONS LYMPHATIC CHANNELS,1
40819,EXC FRENUM LABIAL/BUCCAL,1
64734,TRANSECTION/AVULSION INFRAORBITAL NERVE,1
84999,UNLISTED CHEMISTRY PROCEDURE,1
96542,CHEMOTX NJX SUBARACHND/INTRAVENTR RSVR 1/MULT,1
64736,TRANSECTION/AVULSION MENTAL NERVE,1
21120,GENIOPLASTY AUGMENTATION,1
21121,GENIOPLASTY SLIDING OSTEOTOMY SINGLE PIECE,1
21122,GENIOPLASTY 2/> SLIDING OSTEOTOMIES,1
21123,GENIOP SLIDING AGMNTJ W/INTERPOSAL BONE GRAFTS,1
82441,CHLORINATED HYDROCARBONS SCREEN,1
84702,GONADOTROPIN CHORIONIC QUANTITATIVE,1
88130,SEX CHROMATIN IDENTIFICATION BARR BODIES,1
88140,SEX CHROMATIN IDENTJ PERIPHERAL BLOOD SMEAR,1
88280,CHRMSM ANALYSIS ADDL KARYOTYP EACH STUDY,1
61705,ARYSM VASC MALFRMJ/CRTD-OCCLUSION CRTD ART,1
61708,ARYSM VASC MALFRMJ/ICRA ELECTROTHROMBOSIS,1
61710,ARYSM VASC MALFRMJ IA EMBOLIZATION,1
37140,VENOUS ANASTOMOSIS OPEN PORTOCAVAL,1
37145,VENOUS ANASTOMOSIS OPEN RENOPORTAL,1
37160,VENOUS ANASTOMOSIS OPEN CAVAL-MESENTERIC,1
37180,VENOUS ANASTOMOSIS OPEN SPLENORENAL PROXIMAL,1
23520,CLSD TX STERNOCLAVICULAR DISLC W/O MANIPULATION,1
23525,CLOSED TX STERNOCLAVICULAR DISLC W/MANIPULATION,1
23530,OPEN TX STERNOCLAVICULAR DISLC ACUTE/CHRONIC,1
23532,OPTX STRNCLAV DISLC ACUTE/CHRONIC W/FASCIAL GRF,1
23540,CLSD TX ACROMIOCLAVICULAR DISLC W/O MANIPULATION,1
23545,CLSD TX ACROMIOCLAVICULAR DISLC W/MANIPULATION,1
23550,OPEN TX ACROMIOCLAVICULAR DISLC ACUTE/CHRONIC,1
23552,OPTX ACROMCLAV DISLC ACUTE/CHRONIC W/FASCIAL GRF,1
23500,CLSD TX CLAVICULAR FRACTURE W/O MANIPULATION,1
23505,CLSD TX CLAVICULAR FRACTURE W/MANIPULATION,1
23515,OPEN TX CLAVICULAR FRACTURE INTERNAL FIXATION,1
23490,PROPH TX W/WO METHYLMETHACRYLATE CLAVICLE,1
31612,TRACHEAL PNXR PRQ W/TRANSTRACHEAL ASPIR&/NJX,1
82575,CREATININE CLEARANCE,1
68530,RMVL FB/DACRYOLITH LACRIMAL PASSAGES,1
84545,UREA NITROGEN CLEARANCE,1
56805,CLITOROPLASTY INTERSEX STATE,1
68760,CLSR LACRIMAL PUNCTUM THERMOCAUT LIG/LASER,1
68761,CLSR LACRIMAL PUNCTUM PLUG EACH,1
50520,CLOSURE NEPHROCUTANEOUS/PYELOCUTANEOUS FISTULA,1
69700,CLOSURE POSTAURICULAR FISTULA MASTOID SPX,1
68770,CLOSURE LACRIMAL FISTULA SPX,1
67875,TEMPORARY CLOSURE EYELIDS SUTURE,1
50920,CLOSURE URETEROCUTANEOUS FISTULA,1
13160,SECONDARY CLOSURE SURG WOUND/DEHSN EXTSV/COMPLIC,1
31820,SURG CLSR TRACHEOSTOMY/FISTULA W/O PLASTIC RPR,1
12020,TX SUPERFICIAL WOUND DEHISCENCE SIMPLE CLOSURE,1
12021,TX SUPERFICIAL WOUND DEHISCENCE W/PACKING,1
57120,COLPOCLEISIS LE FORT TYPE,1
33600,CLOSURE ATRIOVENTRICULAR VALVE SUTURE/PATCH,1
33602,CLOSURE SEMILUNAR VALVE AORTIC/PULM SUTURE/PATCH,1
35875,THRMBC ARTL/VEN GRF OTH/THN HEMO GRF/FSTL,1
35876,THRMBC ARTL/VEN GRF XCP HEMO GRF/FSTL W/REVJ GRF,1
46320,EXC THROMBOSED HEMORRHOID XTRNL,1
34401,THRMBC DIR/W/CATH VENA CAVA ILIAC VEIN ABDL INC,1
34421,THRMBC DIR/W/CATH V/C ILIAC FEMPOP VEIN LEG INC,1
34451,THRMBC DIR/W/CATH V/C ILIAC FEMPOP VEIN ABDL&LEG,1
34471,THRMBC DIR/W/CATH SUBCLAVIAN VEIN NECK INC,1
34490,THRMBC DIR/W/CATH AXILL&SUBCLAVIAN VEIN ARM IN,1
28360,RECONSTRUCTION CLEFT FOOT,1
40700,PLSTC RPR CL LIP/NSL DFRM PRIM PRTL/COMPL UNI,1
40701,PLSTC RPR CL LIP/NSL DFRM PRIM BI 1 STG PX,1
40702,PLSTC RPR CL LIP/NSL DFRM PRIM BI 1 2 STGS,1
40720,PLSTC RPR CL LIP/NSL DFRM SEC RECRTJ DFCT & RECL,1
40761,PLSTC RPR CL LIP/NSL DFRM W/CROSS LIP PEDCL FLAP,1
42200,PALATOP CL PALATE SOFT&/HARD PALATE ONLY,1
42205,PALATOPLASTY W/CLSR ALVEOLAR RIDGE SOFT TISSUE,1
42210,PALATOP CLSR ALVEOLAR RIDGE GRF ALVEOLAR RIDGE,1
42215,PALATOPLASTY CLEFT PALATE MAJOR REVJ,1
42220,PALATOPLASTY CLEFT PALATE SEC LNGTH PX,1
42225,PALATOP CL PALATE ATTACHMENT PHARYNGEAL FLAP,1
86490,SKIN TEST COCCIDIOIDOMYCOSIS,1
69930,COCHLEAR DEVICE IMPLANTATION W/WO MASTOIDECTOMY,1
44151,COLCT TOT ABDL W/O PRCTECT W/CONTINENT ILEOST,1
44155,COLECTOMY TOT ABDL W/PROCTECTOMY W/ILEOSTOMY,1
44156,COLECTOMY TOT ABDL W/PROCTECTOMY W/CONTNT ILEOST,1
44139,MOBLJ SPLENIC FLXR PFRMD CONJUNCT W/PRTL COLCT,1
44140,COLECTOMY PARTIAL W/ANASTOMOSIS,1
44141,COLECTOMY PRTL W/SKIN LEVEL CECOST/COLOSTOMY,1
44143,COLECTOMY PRTL W/END COLOSTOMY & CLSR DSTL SGMT,1
44144,COLECTOMY PRTL W/COLOST/ILEOST & MUCOFISTULA,1
44145,COLECTOMY PRTL W/COLOPROCTOSTOMY,1
44146,COLECTOMY PRTL W/COLOPROCTOSTOMY & COLOSTOMY,1
44147,COLECTOMY PRTL ABDOMINAL & TRANSANAL APPROACH,1
45121,PRCTECT COMPL W/STOT/TOT COLCT W/MLT BXS,1
44150,COLCT TOT ABDL W/O PRCTECT W/ILEOST/ILEOPXTS,1
44160,COLECTOMY PRTL W/RMVL TERMINAL ILEUM & ILEOCOLOS,1
97010,APPLICATION MODALITY 1/> AREAS HOT/COLD PACKS,1
82523,COLLAGEN CROSS LINKS ANY METHOD,1
23106,ARTHRT GLENOHUMRL JT STRNCLAV JT W/SYNVCT W/WOBX,1
89230,SWEAT COLLECTION IONTOPHORESIS,1
94250,EXPIRED GAS COLLECTION QUANT 1 PROCEDURE SPX,1
89220,SPUTUM OBTAINING SPEC AEROSOL INDUCED TX SPX,1
45378,COLONOSCOPY FLX DX W/COLLJ SPEC WHEN PFRMD,1
44392,COLONOSCOPY STOMA RMVL LES BY HOT BIOPSY FORCEPS,1
44394,COLONOSCOPY STOMA W/RMVL TUM POLYP/OTH LES SNARE,1
92283,COLOR VISION XM EXTENDED ANOMALOSCOPE/EQUIV,1
57307,CLSR RECTOVAG FSTL ABDL APPR W/CONCOMITANT CLST,1
44340,REVJ COLOSTOMY SMPL RLS SUPFC SCAR SPX,1
44345,REVJ COLOSTOMY COMP RCNSTJ IN-DEPTH SPX,1
44346,REVJ COLOSTOMY W/RPR PARACLST HERNIA SPX,1
97537,COMMUNITY/WORK REINTEGRATION TRAINJ EA 15 MIN,1
56625,VULVECTOMY SIMPLE COMPLETE,1
32488,RMVL LUNG OTHER/THAN PNUMEC COMPLETION PNUMEC,1
51726,BLADDER PRESSURE MEASUREMENT DURING FILLING,1
94750,PULMONARY COMPLIANCE STUDY,1
15760,GRAFT COMPOSITE W/PRIMARY CLOSURE DONOR AREA,1
80053,COMPREHENSIVE METABOLIC PANEL,1
88325,CONSLTJ COMPRE REVIEW REPRT REFERRED MATRL,1
92557,COMPRE AUDIOMETRY THRESHOLD EVAL SP RECOGNIJ,1
95953,LOCALIZE CEREBRAL SEIZURE CPTR PORTABLE EEG,1
26596,EXC CONSTRICTING RING FNGR W/MLT Z-PLASTIES,1
57292,CONSTRUCTION ARTIFICIAL VAGINA W/GRAFT,1
26550,POLLICIZATION DIGIT,1
57291,CONSTRUCTION ARTIFICIAL VAGINA W/O GRAFT,1
77336,CONTINUING MEDICAL PHYSICS CONSLTJ PR WK,1
77370,SPEC MEDICAL RADJ PHYSICS CONSLTJ,1
90887,INTERPJ/EXPLNAJ RESULTS PSYCHIATRIC EXAM FAMILY,1
80500,CLINICAL PATHOLOGY CONSULTATION LIMITED,1
80502,CLINICAL PATHOLOGY CONSULTATION COMPREHENSIVE,1
88321,CONSLTJ&REPRT SLIDES PREPARED ELSEWHERE,1
88323,CONSLTJ&REPRT MATERIAL REQUIRING PREPJ SLIDES,1
99241,OFFICE CONSULTATION NEW/ESTAB PATIENT 15 MIN,1
99242,OFFICE CONSULTATION NEW/ESTAB PATIENT 30 MIN,1
99243,OFFICE CONSULTATION NEW/ESTAB PATIENT 40 MIN,1
99244,OFFICE CONSULTATION NEW/ESTAB PATIENT 60 MIN,1
99245,OFFICE CONSULTATION NEW/ESTAB PATIENT 80 MIN,1
92310,RX&FITG C-LENS SUPVJ CRNL LENS OU XCPT APHK,1
92311,RX&FITG CONTACT CORNEAL LENS APHAKIA 1 EYE,1
92312,RX&FITG CONTACT CORNEAL LENS APHAKIA BOTH EYES,1
92313,RX&FITG CORNEOSCLERAL LENS,1
92325,MODIFICAJ CONTACT LENX SPX SUPVJ ADAPTATION,1
